"1_book" "10_book" "11_book" "12_book" "13_book" "14_book" "15_book" "16_book" "17_book" "18_book" "19_book" "2_book" "20_book" "21_book" "22_book" "23_book" "24_book" "25_book" "26_book" "27_book" "28_book" "29_book" "3_book" "30_book" "31_book" "32_book" "33_book" "34_book" "35_book" "36_book" "37_book" "38_book" "39_book" "4_book" "40_book" "41_book" "42_book" "43_book" "44_book" "45_book" "46_book" "47_book" "48_book" "49_book" "5_book" "50_book" "51_book" "52_book" "53_book" "54_book" "55_book" "56_book" "57_book" "58_book" "59_book" "6_book" "60_book" "61_book" "62_book" "63_book" "64_book" "65_book" "66_book" "7_book" "8_book" "9_book" "b_book"
"stood" 0.0341314849821466 0.0680503572643756 0.0576487543751287 0.0814716350070752 0.0198560436832961 0.0968766953421685 0.067778229632642 0.095383441434567 0.0876885303402315 0.0164248562825075 0.00919202132548948 0.0435106911984088 0 0.017860332202179 0 0.00818710258439538 0.0236708800833215 0.0292312189418299 0.0508931752252023 0.119811724433034 0.0193124758594052 0 0.00419639110365086 0.0240211386019697 0 0 0 0 0.138888888888889 0 0 0.0632711167352104 0.0578368999421631 0.0218538291030564 0.0341296928327645 0.0603298029226438 0.0739731360716371 0.0367627750643349 0.103105538829546 0 0 0 0.0319897632757518 0 0.0107326846021752 0 0 0 0 0 0.0623441396508728 0 0 0 0 0.0642260757867694 0 0 0 0 0 0 0.0329489291598023 0.0477707006369427 0 0.0684655658477648 0
"daughter" 0.118147448015123 0.0680503572643756 0.0452954498661725 0.068607692637537 0.0546041201290643 0.0542509493916144 0 0.0095383441434567 0.0876885303402315 0 0.0114900266568618 0.0404027846842367 0 0 0.0373552484124019 0.0382064787271785 0.0497088481749751 0.584624378836597 0.0127232938063006 0.0171159606332905 0.0386249517188103 0 0.0713386487620646 0 0 0 0.224646983311938 0 0 0.187734668335419 0 0.0632711167352104 0.0578368999421631 0.0249758046892073 0.0383959044368601 0.0469231800509452 0.0350399065602492 0.00525182500919069 0.00412422155318184 0 0.0318979266347687 0 0 0 0.046508299942759 0 0 0 0 0 0 0 0 0.0142247510668563 0 0.0107043459644616 0 0 0 0 0 0 0 0.0424628450106157 0.317082837891399 0.0322190898107129 0
"drink" 0.0603864734299517 0.0388859184367861 0.0494132180358246 0.0257278847390764 0.0248200546041201 0.00387506781368674 0.0271112918530568 0.0190766882869134 0.0526131182041389 0.0164248562825075 0.0252780586450961 0.0404027846842367 0.0727272727272727 0.0893016610108948 0.112065745237206 0.0573097180907677 0.0615442882166359 0 0.0381698814189017 0.0342319212665811 0.0386249517188103 0.0504540867810293 0.0125891733109526 0.168147970213788 0.309119010819165 0.0761614623000762 0.0641848523748395 0.0811688311688312 0.138888888888889 0.0625782227784731 0.183318056828598 0.0474533375514078 0 0.0499516093784147 0.0725255972696246 0.0603298029226438 0.0428265524625268 0.0367627750643349 0.0123726646595455 0.0210948212213901 0.138224348750665 0 0 0 0.0250429307384087 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0247116968698517 0.0743099787685775 0.0396353547364249 0.00805477245267821 0
"wilderness" 0.0183784919134636 0.0291644388275896 0.0164710726786082 0.00428798078984606 0.0198560436832961 0.0271254746958072 0 0.0190766882869134 0 0.0273747604708459 0.0482581119588197 0.0839134758826454 0 0 0.0747104968248039 0.0600387522855661 0.0497088481749751 0.0876936568254896 0.0381698814189017 0 0.0965623792970259 0.252270433905146 0.0167855644146034 0.0480422772039395 0 0 0 0 0 0.0625782227784731 0 0 0.0578368999421631 0.149854828135244 0.0213310580204778 0.0268132457433972 0.019466614755694 0.0262591250459535 0.0288695508722729 0 0.0106326422115896 0.0162127107652399 0 0 0.0679736691471093 0 0 0 0 0 0 0 0 0.0284495021337127 0 0.0802825947334618 0 0 0 0 0 0 0.0247116968698517 0.0477707006369427 0 0.0724929520741039 0
"wicked" 0.0131274942239025 0.00486073980459826 0.00411776816965205 0.00428798078984606 0.00496401092082403 0.015500271254747 0 0.0095383441434567 0.0350754121360926 0.169723514919244 0.193032447835279 0.00932371954251616 0.555371900826446 0.142882657617432 0 0.0327484103375815 0.0189367040666572 0 0.0788844215990636 0.0171159606332905 0 0 0 0 0 0 0.0641848523748395 0.0811688311688312 0.208333333333333 0.0625782227784731 0 0 0.115673799884326 0.00312197558615092 0.0127986348122867 0 0.0038933229511388 0 0.00412422155318184 0 0.0106326422115896 0 0 0 0.00715512306811677 0 0 0 0 0 0 0 0 0 0 0 0 0.129785853341986 0 0 0.334448160535117 0 0 0 0 0.0161095449053564 0
"die" 0.0708884688090737 0.0437466582413843 0.0329421453572164 0.0471677886883067 0 0.015500271254747 0 0 0 0.0547495209416918 0.0137880319882342 0.0528344107409249 0.0396694214876033 0.0714413288087158 0 0.0272903419479846 0.0615442882166359 0 0.0839737391215838 0 0 0 0.0419639110365086 0.120105693009849 0 0.228484386900228 0 0 0.0694444444444444 0 0 0.0316355583676052 0 0.0686834628953202 0.0127986348122867 0.0201099343075479 0.00778664590227759 0.0997846751746232 0.00824844310636367 0.0843792848855606 0.0531632110579479 0.0162127107652399 0 0 0.0679736691471093 0.0448229493500672 0 0 0 0 0 0 0 0.0284495021337127 0 0.00535217298223079 0 0 0 0 0 0 0.0247116968698517 0.0265392781316348 0.0396353547364249 0.0563834071687475 0
"whose" 0.0393824826717076 0.0680503572643756 0.0123533045089561 0.0300158655289224 0.0546041201290643 0.0116252034410602 0.0406669377795852 0 0.0175377060680463 0.0766493293183685 0.0505561172901921 0.0217553455992044 0.0198347107438017 0.0535809966065369 0 0.0682258548699615 0.0307721441083179 0 0.0610718102702428 0.128369704749679 0 0 0.0209819555182543 0.0480422772039395 0.154559505409583 0.152322924600152 0.0320924261874198 0.0811688311688312 0.0694444444444444 0.0625782227784731 0 0.0316355583676052 0 0.00624395117230183 0.0213310580204778 0.0268132457433972 0.0311465836091104 0.0525182500919069 0.0453664370850002 0.0738318742748655 0.0106326422115896 0.0324254215304799 0.0319897632757518 0 0.0214653692043503 0.179291797400269 0 0 0.0952380952380952 0 0 0.111482720178372 0 0.113798008534851 0 0.0107043459644616 0.165357585779248 0.0648929266709929 0 0 0 0 0.0329489291598023 0.0318471337579618 0.1585414189457 0.0483286347160693 0
"blessed" 0.123398445704684 0.0486073980459826 0.0370599135268684 0 0.0446760982874162 0.0310005425094939 0.0135556459265284 0.0286150324303701 0 0.0273747604708459 0.110304255905874 0.00932371954251616 0.0528925619834711 0 0.0373552484124019 0.0218322735583877 0.0047341760166643 0 0.00254465876126011 0.0427899015832264 0 0 0.00839278220730172 0 0 0 0 0 0 0 0 0.0158177791838026 0 0.0187318535169055 0.0767918088737201 0.0469231800509452 0.105119719680748 0.0157554750275721 0.00824844310636367 0.0421896424427803 0 0.0324254215304799 0.0639795265515035 0.0651465798045603 0.0500858614768174 0 0 0 0 0.0876808417360807 0 0.111482720178372 0 0.0711237553342817 0.130321459600348 0.0321130378933847 0.124018189334436 0 0 0 0 0 0.057660626029654 0.0212314225053079 0.1585414189457 0.0322190898107129 0
"both" 0.0630119722747322 0.0243036990229913 0.0205888408482602 0.0214399039492303 0.0297840655249442 0.015500271254747 0.0135556459265284 0.0286150324303701 0.0876885303402315 0.0109499041883384 0.018384042650979 0.0528344107409249 0.0396694214876033 0.0357206644043579 0 0.0136451709739923 0.0284050560999858 0 0.022901928851341 0.0171159606332905 0 0 0.0503566932438103 0 0 0.0761614623000762 0 0 0 0.0625782227784731 0 0.0158177791838026 0 0.074927414067622 0.0213310580204778 0.0134066228716986 0.0428265524625268 0.0420146000735256 0.127850868148637 0.0632844636641704 0.0956937799043062 0 0 0.130293159609121 0.0214653692043503 0.224114746750336 0 0.0544365813826892 0.0952380952380952 0.0438404208680403 0 0.111482720178372 0.228310502283105 0.142247510668563 0.0434404865334492 0.0267608649111539 0 0.129785853341986 0 0.334448160535117 0 0 0.0164744645799012 0.0424628450106157 0.0396353547364249 0.076520338300443 0
"turn" 0.010501995379122 0.0534681378505809 0.0370599135268684 0.0343038463187685 0.00992802184164805 0.0542509493916144 0 0.0190766882869134 0.0350754121360926 0.0383246646591842 0.0735361706039158 0.0155395325708603 0.059504132231405 0.017860332202179 0.0747104968248039 0.0518516497011708 0.0544430241916394 0.0876936568254896 0.0534378339864624 0.0427899015832264 0.0579374275782155 0.151362260343088 0.0125891733109526 0.312274801825607 0 0.228484386900228 0 0 0 0.0625782227784731 0 0.0316355583676052 0.115673799884326 0.0280977802753582 0.0213310580204778 0.00670331143584931 0.0233599377068328 0.00525182500919069 0.0371179939786365 0.0210948212213901 0.0106326422115896 0.0162127107652399 0.0319897632757518 0 0.0787063537492845 0.0448229493500672 0 0 0 0 0.187032418952618 0.111482720178372 0 0.0142247510668563 0.0434404865334492 0.0481695568400771 0.0413393964448119 0.0648929266709929 0 0 0 0 0.00823723228995058 0.0265392781316348 0.118906064209275 0.0281917035843737 0
"turned" 0.0210039907582441 0.0243036990229913 0.0617665225447807 0.0557437502679988 0.00992802184164805 0.0426257459505541 0.0271112918530568 0.0286150324303701 0.0350754121360926 0.0711743772241993 0.0551521279529368 0.0341869716558926 0 0.0535809966065369 0.0373552484124019 0.0545806838959692 0.0544430241916394 0.175387313650979 0.0279912463738613 0.0256739409499358 0.0579374275782155 0.0504540867810293 0.029374737725556 0.0240211386019697 0 0.0761614623000762 0 0 0 0.0625782227784731 0.0916590284142988 0.0158177791838026 0.173510699826489 0.0249758046892073 0.00426621160409556 0.00670331143584931 0.0233599377068328 0.0157554750275721 0.0329937724254547 0.0105474106106951 0 0 0 0 0.0357756153405839 0 0 0.0544365813826892 0 0.0876808417360807 0.0623441396508728 0 0 0.0284495021337127 0.0868809730668983 0.0802825947334618 0 0 0 0 0 0 0.0164744645799012 0.111464968152866 0.0792707094728498 0.0644381796214257 0
"laid" 0.0341314849821466 0.0145822194137948 0.0576487543751287 0.0428798078984606 0 0.0310005425094939 0.122000813338756 0.0286150324303701 0.0876885303402315 0.0602244730358609 0.0321720746392132 0.0279711586275485 0.00661157024793388 0.017860332202179 0.0373552484124019 0.0573097180907677 0.0307721441083179 0.0876936568254896 0.0381698814189017 0.00855798031664527 0.0386249517188103 0.151362260343088 0.0167855644146034 0.0240211386019697 0 0.0761614623000762 0.0320924261874198 0.0811688311688312 0 0.0625782227784731 0.183318056828598 0.0632711167352104 0 0.0124879023446037 0.0255972696245734 0.0737364257943424 0.0545065213159432 0.0472664250827162 0.119602425042273 0.0210948212213901 0.0318979266347687 0 0.0319897632757518 0 0.0143102461362335 0.0896458987001345 0.0500250125062531 0 0 0 0.124688279301746 0 0 0.0142247510668563 0.0434404865334492 0.0267608649111539 0 0 0.040290088638195 0 0 0 0.0247116968698517 0.0530785562632696 0.118906064209275 0.0322190898107129 0
"young" 0.0288804872925856 0.0923540562873669 0.0370599135268684 0.0257278847390764 0.0148920327624721 0.0310005425094939 0.0135556459265284 0 0.0526131182041389 0.0602244730358609 0.0321720746392132 0.0155395325708603 0.0264462809917355 0.017860332202179 0.112065745237206 0.0409355129219769 0.0355063201249822 0.292312189418299 0.0508931752252023 0 0.0193124758594052 0.0504540867810293 0.058749475451112 0.0960845544078789 0 0 0.0641848523748395 0.243506493506494 0 0 0 0.0474533375514078 0 0.074927414067622 0.0469283276450512 0.0134066228716986 0.00778664590227759 0.0105036500183814 0.0329937724254547 0 0 0 0 0 0.0429307384087006 0 0 0 0 0 0 0.111482720178372 0 0 0 0.0107043459644616 0 0 0.08058017727639 0 0 0 0 0.0636942675159236 0.237812128418549 0.100684655658478 0
"spoken" 0.0210039907582441 0.0437466582413843 0.0370599135268684 0.0300158655289224 0.0198560436832961 0.0193753390684337 0.0135556459265284 0.0095383441434567 0.0175377060680463 0.0383246646591842 0.0137880319882342 0.0528344107409249 0.00661157024793388 0.017860332202179 0.0373552484124019 0.0518516497011708 0.0639113762249681 0 0.0687057865540231 0.0256739409499358 0.0386249517188103 0.0504540867810293 0.00419639110365086 0.0480422772039395 0.154559505409583 0 0.0641848523748395 0 0 0 0 0.0316355583676052 0.0578368999421631 0.0343417314476601 0.0639931740614334 0.0201099343075479 0.0350399065602492 0.105036500183814 0.0948570957231823 0.0210948212213901 0.0212652844231792 0 0.0319897632757518 0 0.0536634230108758 0 0 0 0 0 0 0 0 0.113798008534851 0 0.0160565189466924 0.0413393964448119 0.129785853341986 0 0 0 0.317965023847377 0 0.0265392781316348 0.0396353547364249 0.0201369311316955 0
"being" 0.0131274942239025 0.00972147960919652 0.0247066090179123 0.00857596157969212 0.0148920327624721 0.0116252034410602 0.0135556459265284 0.0190766882869134 0.0526131182041389 0.0273747604708459 0.0252780586450961 0.0155395325708603 0.0132231404958678 0 0.0373552484124019 0.00818710258439538 0.016569616058325 0 0.0152679525675607 0.0256739409499358 0 0 0.0125891733109526 0 0 0 0 0 0 0 0 0 0 0.0280977802753582 0.0469283276450512 0.0402198686150959 0.0817597819739147 0.068273725119479 0.148471975914546 0.189853390992511 0.148856990962254 0.243190661478599 0.127959053103007 0.228013029315961 0.0143102461362335 0.313760645450471 0.250125062531266 0.108873162765378 0 0.0876808417360807 0.124688279301746 0.445930880713489 0.228310502283105 0.199146514935989 0.130321459600348 0.0107043459644616 0.330715171558495 0.324464633354964 0 0 0 0 0 0.0106157112526539 0 0.0201369311316955 0
"twenty" 0.0262549884478051 0.0437466582413843 0.0947086679019971 0.0643197118476909 0.153884338545545 0.135627373479036 0.25755727260404 0.171690194582221 0.0526131182041389 0 0.00229800533137237 0.0683739433117852 0 0 0 0 0.00710126402499645 0 0.089063056644104 0.0171159606332905 0 0 0.0167855644146034 0 0 0 0 0 0 0 0.183318056828598 0.0158177791838026 0 0.0967812431706784 0 0 0.0038933229511388 0.00525182500919069 0.00824844310636367 0 0.0106326422115896 0 0 0 0.00715512306811677 0 0 0 0 0 0 0 0 0 0 0.0107043459644616 0 0 0 0 0 0 0.0494233937397035 0.0636942675159236 0 0.00805477245267821 0
"mighty" 0.0183784919134636 0.0826325766781704 0.0164710726786082 0.0128639423695382 0.148920327624721 0.0620010850189878 0.0271112918530568 0.0381533765738268 0 0.093074185600876 0.0804301865980329 0.0217553455992044 0.0264462809917355 0 0.112065745237206 0.0600387522855661 0.047341760166643 0.0292312189418299 0.0330805638963815 0.0684638425331622 0.0193124758594052 0.151362260343088 0.00419639110365086 0.0960845544078789 0.154559505409583 0.0761614623000762 0 0.0811688311688312 0.0694444444444444 0.125156445556946 0 0.0474533375514078 0 0.00312197558615092 0.0255972696245734 0.0201099343075479 0.019466614755694 0 0.0206211077659092 0 0.0106326422115896 0.0324254215304799 0 0 0.0429307384087006 0 0 0 0 0 0 0 0 0.0142247510668563 0 0.0428173838578463 0.0413393964448119 0 0 0 0 0 0.0411861614497529 0.0212314225053079 0.0396353547364249 0.0201369311316955 0
"righteous" 0.0288804872925856 0.00486073980459826 0.0082355363393041 0.00428798078984606 0 0.00775013562737348 0.0135556459265284 0.0095383441434567 0 0.0766493293183685 0.147072341207832 0.00932371954251616 0.436363636363636 0.142882657617432 0 0.0245613077531861 0.0094683520333286 0.0292312189418299 0.0458038577026821 0.00855798031664527 0 0 0 0.0240211386019697 0 0 0.0320924261874198 0 0.208333333333333 0.0625782227784731 0 0 0.0578368999421631 0.00312197558615092 0.068259385665529 0.0134066228716986 0.0311465836091104 0.0157554750275721 0.0164968862127273 0.0632844636641704 0 0 0.0319897632757518 0 0.0143102461362335 0 0 0 0.19047619047619 0.0438404208680403 0.0623441396508728 0 0 0.0284495021337127 0.0868809730668983 0 0.124018189334436 0.194678780012979 0.24174053182917 0 0 0 0.0658978583196046 0.0106157112526539 0 0.00805477245267821 0
"waters" 0.0840159630329763 0.019442959218393 0 0.0385918271086146 0.00496401092082403 0.00775013562737348 0 0.0095383441434567 0 0.093074185600876 0.0827281919294053 0.0528344107409249 0.0462809917355372 0.017860332202179 0.0747104968248039 0.0927871626231477 0.0520759361833073 0.0292312189418299 0.0966970329278844 0.0171159606332905 0 0.0504540867810293 0.0251783466219052 0.0720634158059092 0 0.0761614623000762 0.0320924261874198 0.0811688311688312 0.208333333333333 0 0 0.0158177791838026 0 0.0187318535169055 0.0127986348122867 0.00670331143584931 0 0.00525182500919069 0 0 0 0 0 0 0.0107326846021752 0 0 0 0 0 0 0 0 0 0 0.0856347677156926 0 0 0 0 0 0 0.107084019769357 0.0159235668789809 0 0 0
"babylon" 0 0 0 0.137215385275074 0.00496401092082403 0.0348756103231807 0.203334688897926 0.0190766882869134 0.0175377060680463 0 0.00689401599411711 0 0 0 0 0.03547744453238 0.38583534535814 0 0.043259198941422 0.14548566538297 0 0 0 0 0 0 0.0320924261874198 0 0 0 0 0.0316355583676052 0 0 0.0170648464163823 0 0 0 0.00412422155318184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0413393964448119 0 0 0 0 0 0.0494233937397035 0 0 0 0
"night" 0.0708884688090737 0.0437466582413843 0.0164710726786082 0.0214399039492303 0.00992802184164805 0.0193753390684337 0 0.0858450972911103 0.0350754121360926 0.093074185600876 0.0666421546097987 0.0466185977125808 0.0198347107438017 0.0357206644043579 0.112065745237206 0.0491226155063723 0.0307721441083179 0.0876936568254896 0 0.0342319212665811 0.0386249517188103 0.0504540867810293 0.0125891733109526 0.0240211386019697 0.154559505409583 0.152322924600152 0.0320924261874198 0 0 0 0 0.0316355583676052 0 0.0280977802753582 0.0213310580204778 0.0268132457433972 0.0311465836091104 0.0315109500551442 0.0618633232977276 0.0105474106106951 0.0106326422115896 0.0162127107652399 0 0 0.0214653692043503 0 0 0.326619488296135 0.0952380952380952 0.0438404208680403 0.0623441396508728 0 0 0 0 0.0321130378933847 0 0 0 0 0 0 0.0658978583196046 0.0690021231422505 0.0396353547364249 0.0483286347160693 0
"stand" 0.00262549884478051 0.00972147960919652 0.0247066090179123 0.0214399039492303 0.00496401092082403 0.0271254746958072 0.0271112918530568 0.0190766882869134 0.0350754121360926 0.0602244730358609 0.0551521279529368 0.0341869716558926 0.0396694214876033 0 0 0.0436645471167754 0.0497088481749751 0.0292312189418299 0.0330805638963815 0.231065468549422 0 0 0.0209819555182543 0.0720634158059092 0.154559505409583 0 0.0320924261874198 0.243506493506494 0.0694444444444444 0 0 0.0632711167352104 0.0578368999421631 0.0499516093784147 0.0341296928327645 0.0536264914867945 0.038933229511388 0 0.0412422155318184 0.0527370530534754 0.0425305688463583 0.0162127107652399 0.0319897632757518 0.0977198697068404 0.046508299942759 0.0896458987001345 0.0500250125062531 0.0544365813826892 0.0952380952380952 0 0 0 0 0 0.0434404865334492 0.0481695568400771 0.0413393964448119 0 0 0 0 0 0.0329489291598023 0.0106157112526539 0 0.0281917035843737 0
"solomon" 0 0.00972147960919652 0.613547457278155 0.0171519231593842 0.114172251178953 0.321630628535999 0 0.0190766882869134 0 0 0.00459601066274474 0 0.0198347107438017 0 0.224131490474412 0 0.00236708800833215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0213310580204778 0 0.0116799688534164 0 0.00412422155318184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"surely" 0.0498844780508297 0.0291644388275896 0.0452954498661725 0.0557437502679988 0 0 0 0 0.0175377060680463 0.0821242814125376 0.0413640959647026 0.0839134758826454 0.0264462809917355 0.0714413288087158 0 0.0463935813115738 0.0710126402499645 0.0292312189418299 0.0610718102702428 0 0.0579374275782155 0 0.058749475451112 0.120105693009849 0 0 0.0641848523748395 0 0.0694444444444444 0.0625782227784731 0 0 0 0.0530735849645656 0 0 0 0 0.00412422155318184 0 0 0 0 0 0.0751287922152261 0 0 0 0 0 0 0 0 0.0142247510668563 0 0.00535217298223079 0 0.0648929266709929 0 0 0 0 0 0.0477707006369427 0 0.0684655658477648 0
"only" 0.0446334803612686 0.0243036990229913 0.0576487543751287 0.0171519231593842 0.00992802184164805 0.0232504068821204 0.0135556459265284 0 0.0175377060680463 0.0492745688475226 0.0229800533137237 0.0372948781700646 0.0793388429752066 0.017860332202179 0.0373552484124019 0.0163742051687908 0.0118354400416607 0 0.0101786350450405 0 0 0 0.00839278220730172 0.0480422772039395 0.154559505409583 0 0 0 0 0.0625782227784731 0 0.0158177791838026 0 0.0249758046892073 0.0426621160409556 0.0201099343075479 0.0272532606579716 0.0577700751010976 0.0329937724254547 0.126568927328341 0.0425305688463583 0.0810635538261997 0.223928342930262 0.0325732899022801 0.0715512306811677 0.313760645450471 0.0500250125062531 0.163309744148068 0.0952380952380952 0.175361683472161 0.187032418952618 0 0 0.042674253200569 0.130321459600348 0.0802825947334618 0.0413393964448119 0.0648929266709929 0.120870265914585 0.334448160535117 0 0.317965023847377 0.0247116968698517 0.0477707006369427 0 0.0402738622633911 0
"rest" 0.00787649653434152 0.0291644388275896 0.0658842907144328 0.102911538956305 0.0694961528915364 0.0620010850189878 0.135556459265284 0.0858450972911103 0.0526131182041389 0.0437996167533534 0.018384042650979 0.0310790651417205 0.0264462809917355 0.0357206644043579 0.0373552484124019 0.0463935813115738 0.0142025280499929 0.0584624378836597 0.0178126113288208 0.0342319212665811 0 0 0.0629458665547629 0 0 0 0 0.0811688311688312 0 0.0625782227784731 0 0.0158177791838026 0 0.00312197558615092 0.0255972696245734 0.0201099343075479 0.0233599377068328 0.00525182500919069 0.024745329319091 0.0316422318320852 0.0318979266347687 0.0486381322957198 0.0319897632757518 0.0325732899022801 0.0250429307384087 0.0896458987001345 0 0.108873162765378 0.0952380952380952 0.0438404208680403 0 0 0 0.142247510668563 0 0.0909869406979234 0.0413393964448119 0 0 0 0 0 0.0823723228995058 0.0265392781316348 0.118906064209275 0.00805477245267821 0
"tent" 0.0551354757403907 0.0291644388275896 0.0247066090179123 0.0128639423695382 0.0446760982874162 0.0310005425094939 0 0 0 0.0547495209416918 0.00919202132548948 0.195798110392839 0.00661157024793388 0 0 0.0163742051687908 0.00710126402499645 0.0292312189418299 0 0 0 0 0.184641208560638 0 0 0 0 0 0 0 0 0 0 0.227904217789017 0 0 0 0 0 0 0 0 0 0 0.0143102461362335 0 0 0 0 0 0 0 0 0 0 0.0374652108756155 0 0 0 0 0 0 0 0.0477707006369427 0 0.0161095449053564 0
"gate" 0.0262549884478051 0.0486073980459826 0.0082355363393041 0.072895673427383 0.0347480764457682 0.0581260172053011 0 0.267073636016787 0.192914766748509 0.0164248562825075 0.00689401599411711 0.0404027846842367 0.0198347107438017 0 0.0373552484124019 0.0136451709739923 0.0307721441083179 0.0292312189418299 0.22138531222963 0.00855798031664527 0 0 0 0.0720634158059092 0.154559505409583 0 0.0962772785622593 0 0 0.0625782227784731 0 0.0474533375514078 0 0.00312197558615092 0.0127986348122867 0 0.00778664590227759 0.00525182500919069 0.0288695508722729 0 0 0 0 0 0.0143102461362335 0 0 0 0 0 0 0 0 0.0142247510668563 0 0.0267608649111539 0 0 0 0 0 0 0 0.0371549893842887 0.118906064209275 0.0120821586790173 0
"return" 0.0236294896030246 0.0583288776551791 0.0658842907144328 0.0171519231593842 0.0148920327624721 0.0387506781368674 0 0.0381533765738268 0.0526131182041389 0.0547495209416918 0.0275760639764684 0.00932371954251616 0.0132231404958678 0.017860332202179 0.149420993649608 0.0382064787271785 0.118354400416607 0 0.0381698814189017 0.0770218228498075 0.270374662031672 0.100908173562059 0.0335711288292069 0 0.154559505409583 0 0.0641848523748395 0 0 0 0 0.079088895919013 0.289184499710816 0.0312197558615092 0.0170648464163823 0.00670331143584931 0.0155732918045552 0 0.0206211077659092 0 0 0 0 0 0.0429307384087006 0 0 0 0 0 0 0 0 0.0142247510668563 0 0.0160565189466924 0 0 0 0 0 0 0 0.0106157112526539 0.237812128418549 0.0443012484897302 0
"king^s" 0.00525099768956102 0.150682933942546 0.082355363393041 0.132927404485228 0.0496401092082403 0.108501898783229 0.122000813338756 0.0667684090041969 1.26271483689933 0 0.0137880319882342 0 0.0330578512396694 0.0357206644043579 0 0.00272903419479846 0.0307721441083179 0 0 0.154043645699615 0 0 0 0.0480422772039395 0 0 0 0 0 0.0625782227784731 0 0.0158177791838026 0 0.00624395117230183 0.00426621160409556 0 0 0 0.00824844310636367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0142247510668563 0 0 0 0 0 0 0 0 0 0 0 0.0402738622633911 0
"seed" 0.152278932997269 0.0145822194137948 0.0205888408482602 0.0171519231593842 0.00992802184164805 0.00775013562737348 0.0271112918530568 0.0286150324303701 0.0876885303402315 0.0164248562825075 0.0413640959647026 0.0186474390850323 0.00661157024793388 0.017860332202179 0 0.0682258548699615 0.0497088481749751 0 0.0127232938063006 0.0256739409499358 0 0 0.0839278220730172 0.0240211386019697 0 0 0 0 0 0 0.0916590284142988 0.0158177791838026 0.115673799884326 0.0249758046892073 0.0341296928327645 0.0536264914867945 0.0233599377068328 0.0157554750275721 0.0164968862127273 0.0949266954962557 0.0106326422115896 0.0486381322957198 0.127959053103007 0 0.0536634230108758 0 0 0 0 0 0.0623441396508728 0 0 0.042674253200569 0 0.00535217298223079 0.0413393964448119 0 0.040290088638195 0 0 0 0.00823723228995058 0 0.0396353547364249 0.0201369311316955 0
"iniquity" 0.00787649653434152 0.0340251786321878 0 0 0.00496401092082403 0.00387506781368674 0 0.0095383441434567 0 0.136873802354229 0.117198271899991 0.0186474390850323 0.0528925619834711 0 0 0.0627677864803646 0.0497088481749751 0.116924875767319 0.122143620540486 0.00855798031664527 0.270374662031672 0 0.0629458665547629 0 0 0 0.0962772785622593 0 0.138888888888889 0.125156445556946 0 0.0316355583676052 0.0578368999421631 0.037463707033811 0.0170648464163823 0 0.0038933229511388 0 0.00824844310636367 0.0210948212213901 0 0.0162127107652399 0 0 0.0107326846021752 0 0 0 0 0 0 0.111482720178372 0 0.0142247510668563 0.0434404865334492 0.0107043459644616 0 0 0 0 0 0 0 0 0 0.0201369311316955 0
"deliver" 0.010501995379122 0.0291644388275896 0.0329421453572164 0.0514557694781527 0.0148920327624721 0.0426257459505541 0.0135556459265284 0.0095383441434567 0 0.0328497125650151 0.108006250574501 0.0186474390850323 0.0661157024793388 0.017860332202179 0 0.0463935813115738 0.0402404961416465 0.0292312189418299 0.043259198941422 0.0770218228498075 0.0386249517188103 0 0.00419639110365086 0.120105693009849 0.154559505409583 0.0761614623000762 0.0641848523748395 0 0 0.0625782227784731 0 0.0316355583676052 0 0.00624395117230183 0.0511945392491468 0.0402198686150959 0.0155732918045552 0 0.00824844310636367 0.0105474106106951 0.0212652844231792 0.0324254215304799 0.0319897632757518 0 0.046508299942759 0 0 0 0 0 0.0623441396508728 0 0 0.0142247510668563 0 0.0267608649111539 0 0.0648929266709929 0 0 0 0 0 0.0477707006369427 0 0.076520338300443 0
"delivered" 0.0131274942239025 0.0534681378505809 0.0247066090179123 0.0557437502679988 0.00992802184164805 0.0620010850189878 0.0542225837061136 0 0.0175377060680463 0.0218998083766767 0.0482581119588197 0.0279711586275485 0.0330578512396694 0.017860332202179 0 0.0327484103375815 0.0189367040666572 0.0292312189418299 0.0330805638963815 0.0342319212665811 0 0.0504540867810293 0.0167855644146034 0.0240211386019697 0 0 0 0 0.0694444444444444 0 0 0 0 0.00936592675845275 0.0426621160409556 0.0469231800509452 0.0506131983648044 0.0315109500551442 0.0453664370850002 0.0527370530534754 0.0318979266347687 0.0324254215304799 0 0 0.0250429307384087 0 0.0500250125062531 0 0.0952380952380952 0.0438404208680403 0.124688279301746 0 0 0 0 0.0642260757867694 0 0.129785853341986 0 0 0 0.158982511923688 0.0329489291598023 0.12208067940552 0 0.0604107933950866 0
